[2020-03-14 16:08:13,183] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：login
[2020-03-14 16:18:25,622] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：login
[2020-03-14 16:18:27,232] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_data_field
[2020-03-14 16:18:27,244] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_manufacturer
[2020-03-14 16:18:27,271] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-03-14 16:18:27,278] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_control_register
[2020-03-14 16:18:27,285] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_dtu_user
[2020-03-14 16:18:27,299] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
[2020-03-14 16:18:27,320] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_dtu_region
[2020-03-14 16:18:27,337] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_meter
[2020-03-14 16:18:27,341] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_manufacturer
[2020-03-14 16:18:27,363] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_dtu
[2020-03-14 16:18:27,367] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_dtu_user
[2020-03-14 16:18:27,397] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_manufacturer
[2020-03-14 16:20:35,464] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：edit_role_auth
[2020-03-14 16:20:36,693] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
[2020-03-14 16:20:38,757] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
[2020-03-14 16:35:36,717] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：login
[2020-03-14 16:35:38,371] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_control_register
[2020-03-14 16:35:38,382] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-03-14 16:35:38,397] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_data_field
[2020-03-14 16:35:38,405] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_dtu_user
[2020-03-14 16:35:38,414] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_manufacturer
[2020-03-14 16:35:38,456] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_dtu_region
[2020-03-14 16:35:38,467] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
[2020-03-14 16:35:38,483] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_dtu
[2020-03-14 16:35:38,483] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_dtu_user
[2020-03-14 16:35:38,488] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_manufacturer
[2020-03-14 16:35:38,491] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_meter
[2020-03-14 16:35:38,527] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_manufacturer
[2020-03-14 16:35:44,901] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：edit_role_auth
[2020-03-14 16:35:46,197] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
[2020-03-14 16:35:56,157] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：edit_role_auth
[2020-03-14 16:35:57,149] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
[2020-03-14 16:36:04,761] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：edit_role_auth
[2020-03-14 16:36:06,221] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
[2020-03-14 16:36:57,662] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：edit_role_auth
[2020-03-14 16:36:58,888] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
[2020-03-14 16:38:03,420] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：edit_role_auth
[2020-03-14 16:38:04,337] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
[2020-03-14 16:38:21,182] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：edit_role_auth
[2020-03-14 16:38:22,115] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
[2020-03-14 16:39:19,943] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：edit_role_auth
[2020-03-14 16:39:20,832] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
[2020-03-14 16:39:52,993] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：edit_role_auth
[2020-03-14 16:39:53,997] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
[2020-03-14 16:40:36,970] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：edit_role_auth
[2020-03-14 16:40:37,058] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
[2020-03-14 16:40:39,223] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：edit_role_auth
[2020-03-14 16:40:39,290] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
[2020-03-14 16:40:45,098] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：edit_role_auth
[2020-03-14 16:40:45,172] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
[2020-03-14 16:40:53,405] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：edit_role_auth
[2020-03-14 16:40:53,481] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_role
