[2020-02-17 21:13:40,345] [autoreload.py:578] [autoreload:run_with_reloader] [INFO]- Watching for file changes with StatReloader
[2020-02-17 21:13:45,772] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 112
[2020-02-17 21:14:38,653] [autoreload.py:203] [autoreload:trigger_reload] [INFO]- D:\project\python\flowmeter\flowmeter\applications\core\auth.py changed, reloading.
[2020-02-17 21:14:39,358] [autoreload.py:578] [autoreload:run_with_reloader] [INFO]- Watching for file changes with StatReloader
[2020-02-17 21:14:41,092] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 109
[2020-02-17 21:15:44,109] [autoreload.py:203] [autoreload:trigger_reload] [INFO]- D:\project\python\flowmeter\flowmeter\applications\core\auth.py changed, reloading.
[2020-02-17 21:15:44,797] [autoreload.py:578] [autoreload:run_with_reloader] [INFO]- Watching for file changes with StatReloader
[2020-02-17 21:15:45,817] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 4953
[2020-02-17 21:15:45,849] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/lib/layui/css/layui.css HTTP/1.1" 304 0
[2020-02-17 21:15:45,883] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /welcome/ HTTP/1.1" 200 10977
[2020-02-17 21:15:45,952] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/view/ HTTP/1.1" 200 11022
[2020-02-17 21:15:45,962] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/js/flow-meter.js HTTP/1.1" 304 0
[2020-02-17 21:15:46,018] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-02-17 21:15:46,026] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /handler/admin/?action=query_admin&page=1&limit=10 HTTP/1.1" 200 383
[2020-02-17 21:16:32,823] [autoreload.py:203] [autoreload:trigger_reload] [INFO]- D:\project\python\flowmeter\flowmeter\applications\core\auth.py changed, reloading.
[2020-02-17 21:16:33,543] [autoreload.py:578] [autoreload:run_with_reloader] [INFO]- Watching for file changes with StatReloader
[2020-02-17 21:16:34,116] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 5800
[2020-02-17 21:16:34,149] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /welcome/ HTTP/1.1" 200 10977
[2020-02-17 21:16:34,189] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/view/ HTTP/1.1" 200 11022
[2020-02-17 21:16:34,234] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-02-17 21:16:34,240] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /handler/admin/?action=query_admin&page=1&limit=10 HTTP/1.1" 200 383
[2020-02-17 21:16:42,346] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /system/register/ HTTP/1.1" 200 7762
[2020-02-17 21:16:42,420] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /handler/system/?action=query_control_register&page=1&limit=10 HTTP/1.1" 200 160
[2020-02-17 21:17:21,590] [autoreload.py:203] [autoreload:trigger_reload] [INFO]- D:\project\python\flowmeter\flowmeter\applications\core\auth.py changed, reloading.
[2020-02-17 21:17:22,285] [autoreload.py:578] [autoreload:run_with_reloader] [INFO]- Watching for file changes with StatReloader
[2020-02-17 21:19:21,803] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 5877
[2020-02-17 21:19:21,839] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /welcome/ HTTP/1.1" 200 10977
[2020-02-17 21:19:21,877] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/view/ HTTP/1.1" 200 11022
[2020-02-17 21:19:21,950] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-02-17 21:19:21,956] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /handler/admin/?action=query_admin&page=1&limit=10 HTTP/1.1" 200 383
[2020-02-17 21:19:26,843] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /system/register/ HTTP/1.1" 200 7762
[2020-02-17 21:19:26,896] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /handler/system/?action=query_control_register&page=1&limit=10 HTTP/1.1" 200 160
[2020-02-17 21:19:29,005] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/view/ HTTP/1.1" 200 11022
[2020-02-17 21:19:29,042] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-02-17 21:19:29,047] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /handler/admin/?action=query_admin&page=1&limit=10 HTTP/1.1" 200 383
[2020-02-17 21:20:19,648] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /logout/ HTTP/1.1" 302 0
[2020-02-17 21:20:19,681] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 2944
[2020-02-17 21:20:23,107] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：login
[2020-02-17 21:20:23,117] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /handler/login/ HTTP/1.1" 200 96
[2020-02-17 21:20:24,342] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 5877
[2020-02-17 21:20:24,371] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /welcome/ HTTP/1.1" 200 10977
[2020-02-17 21:20:24,404] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /system/register/ HTTP/1.1" 200 7762
[2020-02-17 21:20:24,453] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_control_register
[2020-02-17 21:20:24,456] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /handler/system/?action=query_control_register&page=1&limit=10 HTTP/1.1" 200 832
[2020-02-17 21:34:06,266] [autoreload.py:203] [autoreload:trigger_reload] [INFO]- D:\project\python\flowmeter\flowmeter\applications\core\auth.py changed, reloading.
[2020-02-17 21:34:06,974] [autoreload.py:578] [autoreload:run_with_reloader] [INFO]- Watching for file changes with StatReloader
[2020-02-17 21:40:19,780] [autoreload.py:578] [autoreload:run_with_reloader] [INFO]- Watching for file changes with StatReloader
[2020-02-17 21:40:23,600] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 73
[2020-02-17 21:41:23,807] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 73
[2020-02-17 21:41:25,120] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 73
[2020-02-17 21:41:25,745] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 73
[2020-02-17 21:41:30,872] [autoreload.py:578] [autoreload:run_with_reloader] [INFO]- Watching for file changes with StatReloader
[2020-02-17 21:41:34,444] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 105
[2020-02-17 21:42:15,736] [autoreload.py:203] [autoreload:trigger_reload] [INFO]- D:\project\python\flowmeter\flowmeter\config\db\navigation_bar_table.py changed, reloading.
[2020-02-17 21:42:16,432] [autoreload.py:578] [autoreload:run_with_reloader] [INFO]- Watching for file changes with StatReloader
[2020-02-17 21:42:17,030] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 110
[2020-02-17 21:42:39,055] [autoreload.py:203] [autoreload:trigger_reload] [INFO]- D:\project\python\flowmeter\flowmeter\applications\core\auth.py changed, reloading.
[2020-02-17 21:42:39,802] [autoreload.py:578] [autoreload:run_with_reloader] [INFO]- Watching for file changes with StatReloader
[2020-02-17 21:42:40,596] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 5877
[2020-02-17 21:42:40,634] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /welcome/ HTTP/1.1" 200 10977
[2020-02-17 21:42:40,715] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /system/register/ HTTP/1.1" 200 7762
[2020-02-17 21:42:40,778] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_control_register
[2020-02-17 21:42:40,780] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /handler/system/?action=query_control_register&page=1&limit=10 HTTP/1.1" 200 832
[2020-02-17 21:42:42,253] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/view/ HTTP/1.1" 200 11022
[2020-02-17 21:42:42,293] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-02-17 21:42:42,300] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /handler/admin/?action=query_admin&page=1&limit=10 HTTP/1.1" 200 383
[2020-02-17 21:42:42,846] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/view/ HTTP/1.1" 200 11022
[2020-02-17 21:42:42,894] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-02-17 21:42:42,901] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /handler/admin/?action=query_admin&page=1&limit=10 HTTP/1.1" 200 383
[2020-02-17 21:42:44,361] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/view/ HTTP/1.1" 200 11022
[2020-02-17 21:42:44,400] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-02-17 21:42:44,404] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /handler/admin/?action=query_admin&page=1&limit=10 HTTP/1.1" 200 383
[2020-02-17 21:43:16,361] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 5877
[2020-02-17 21:43:16,389] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /welcome/ HTTP/1.1" 200 10977
[2020-02-17 21:43:16,432] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /system/register/ HTTP/1.1" 200 7706
[2020-02-17 21:43:16,438] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/view/ HTTP/1.1" 200 11022
[2020-02-17 21:43:16,507] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_control_register
[2020-02-17 21:43:16,510] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /handler/system/?action=query_control_register&page=1&limit=10 HTTP/1.1" 200 832
[2020-02-17 21:43:16,514] [common.py:63] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-02-17 21:43:16,519] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /handler/admin/?action=query_admin&page=1&limit=10 HTTP/1.1" 200 383
[2020-02-17 21:43:44,854] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 5877
[2020-02-17 21:43:44,882] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /welcome/ HTTP/1.1" 200 10977
[2020-02-17 21:43:44,914] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /system/register/ HTTP/1.1" 200 7743
