[2020-02-12 19:46:52,879] [autoreload.py:598] [autoreload:run_with_reloader] [INFO]- Watching for file changes with StatReloader
[2020-02-12 19:52:16,321] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 6909
[2020-02-12 19:52:16,358] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /welcome/ HTTP/1.1" 200 10977
[2020-02-12 19:52:16,395] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /admin/view/ HTTP/1.1" 200 9740
[2020-02-12 19:52:16,466] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-02-12 19:52:16,488] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/admin/?action=query_admin&page=1&limit=10 HTTP/1.1" 200 1622
[2020-02-12 19:52:22,092] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /logout/ HTTP/1.1" 302 0
[2020-02-12 19:52:22,124] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 2944
[2020-02-12 19:52:26,802] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：login
[2020-02-12 19:52:26,812] [basehttp.py:157] [basehttp:log_message] [INFO]- "POST /handler/login/ HTTP/1.1" 200 96
[2020-02-12 19:52:28,049] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 6909
[2020-02-12 19:52:28,088] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /welcome/ HTTP/1.1" 200 10977
[2020-02-12 19:52:28,129] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /admin/view/ HTTP/1.1" 200 9740
[2020-02-12 19:52:28,196] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-02-12 19:52:28,220] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/admin/?action=query_admin&page=1&limit=10 HTTP/1.1" 200 1622
[2020-02-12 19:52:30,894] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-02-12 19:52:30,915] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/admin/?action=query_admin&page=2&limit=10 HTTP/1.1" 200 214
[2020-02-12 19:52:32,218] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-02-12 19:52:32,237] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/admin/?action=query_admin&page=1&limit=10 HTTP/1.1" 200 1622
[2020-02-12 19:52:34,696] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：del_batch_admin
[2020-02-12 19:52:34,703] [basehttp.py:157] [basehttp:log_message] [INFO]- "POST /handler/admin/ HTTP/1.1" 200 68
[2020-02-12 19:52:39,829] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-02-12 19:52:39,848] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/admin/?action=query_admin&page=2&limit=10 HTTP/1.1" 200 64
[2020-02-12 19:52:41,160] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-02-12 19:52:41,177] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/admin/?action=query_admin&page=1&limit=10 HTTP/1.1" 200 1622
[2020-02-12 19:52:43,536] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 6909
[2020-02-12 19:52:43,565] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /welcome/ HTTP/1.1" 200 10977
[2020-02-12 19:52:43,604] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /admin/view/ HTTP/1.1" 200 9740
[2020-02-12 19:52:43,664] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：query_admin
[2020-02-12 19:52:43,685] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/admin/?action=query_admin&page=1&limit=10 HTTP/1.1" 200 1622
[2020-02-12 19:53:04,408] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /admin/add/ HTTP/1.1" 200 6749
[2020-02-12 19:53:07,358] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:07,359] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%221%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:08,312] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:08,314] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%2211%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:08,459] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:08,461] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%22111%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:08,868] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:08,869] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%22111%40%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:09,170] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:09,172] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%22111%40q%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:09,318] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:09,320] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%22111%40qq%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:09,816] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:09,817] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%22111%40qq.%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:09,843] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:09,844] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%22111%40qq.%2F%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:10,029] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:10,031] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%22111%40qq.%2Fc%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:10,153] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:10,154] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%22111%40qq.%2Fco%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:10,341] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:10,342] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%22111%40qq.%2Fcom%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:10,815] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:10,817] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%22111%40qq.%2Fco%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:10,958] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:10,959] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%22111%40qq.%2Fc%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:11,095] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:11,097] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%22111%40qq.%2F%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:11,244] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:11,245] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%22111%40qq.%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:11,377] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
[2020-02-12 19:53:11,379] [basehttp.py:157] [basehttp:log_message] [INFO]- "GET /handler/user/?param=%7B%22email%22%3A%22111%40qq.c%22%7D&action=check_email_unique HTTP/1.1" 200 68
[2020-02-12 19:53:11,661] [common.py:59] [common:get_action_handler] [INFO]- 当前正在操作action：check_email_unique
